year,fips,state_fips,county_fips,edu_universe_25_plus,no_schooling,high_school_diploma,ged,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree
2014,09005,09,005,135728,500,37202,4541,13478,25982,14655,2299,1447
2014,09007,09,007,118915,945,28747,2548,11183,24282,18227,3076,1825
2014,09009,09,009,592215,7513,161131,22268,42126,112991,61191,17104,13192
2014,09011,09,011,189367,1691,52697,7215,17496,32771,20459,4203,3188
2014,09013,09,013,95793,297,23956,3804,7324,21262,11701,1919,2113
2014,09015,09,015,80267,699,21375,4171,7572,12069,5239,905,863
2014,10001,10,001,112020,1563,32243,4884,9885,17236,6809,1628,1474
2014,10003,10,003,373911,3544,94145,11838,26590,79244,39609,6676,8223
2014,10005,10,005,154412,2076,51887,4750,14312,20451,10617,2408,1506
2014,11001,11,001,463211,5103,71358,12855,15936,112706,86777,36729,18460
2014,12001,12,001,151519,1176,27994,6727,14755,30426,17154,6453,8274
2014,12005,12,005,124912,1374,30867,7063,11069,17597,6689,1431,1309
2014,12009,12,009,410011,3566,103368,18051,44937,68531,32984,5420,4387
2014,12011,12,011,1306928,19273,326801,47888,131334,256094,100668,27669,13848
2014,12015,12,015,137400,1418,38693,5947,13470,17624,8017,2311,1205
2014,12017,12,017,110554,1228,35631,7647,8079,12602,4766,1597,503
2014,12019,12,019,134686,1584,33890,7377,15477,20263,6429,854,2069
2014,12021,12,021,259692,5335,57664,8161,16989,54932,22947,7445,4953
2014,12023,12,023,46269,609,12995,3945,5280,4682,2849,322,211
2014,12031,12,031,604940,6595,152316,27094,61965,105154,38241,10283,4309
2014,12033,12,033,204334,1666,52191,9177,31812,34034,12127,2556,1746
2014,12035,12,035,76105,1110,25346,2722,6134,10350,4166,902,451
2014,12053,12,053,131172,1423,40146,6681,14341,15433,4888,662,620
2014,12055,12,055,74180,785,20922,3486,6647,8464,3415,507,811
2014,12057,12,057,883799,11685,207226,34576,85202,167705,70423,16414,8553
2014,12061,12,061,109102,1381,26533,4932,12690,19069,7070,2563,1010
2014,12069,12,069,229561,2260,64252,12651,22665,30898,11315,1611,1629
2014,12071,12,071,501098,7048,130709,21384,49881,84063,35376,7948,5450
2014,12073,12,073,164545,1031,24695,7447,15620,42641,18158,6137,4784
2014,12081,12,081,258272,3433,71068,11831,21289,44952,23594,4003,3288
2014,12083,12,083,249757,2918,72164,20272,22259,29916,9445,2474,983
2014,12085,12,085,118338,1339,27253,4515,13491,22451,11044,2595,1566
2014,12086,12,086,1866117,43458,479231,48368,166721,313326,111941,49074,22171
2014,12087,12,087,57594,1116,13919,2525,5133,9877,4948,1738,859
2014,12089,12,089,55076,721,14737,3426,4899,9157,3955,1089,413
2014,12091,12,091,132646,1494,29290,6110,12845,25200,11189,1593,2399
2014,12095,12,095,823608,11577,178950,28908,95527,170560,63254,16913,8183
2014,12097,12,097,201881,3230,57212,8671,16965,27672,7067,1867,1273
2014,12099,12,099,1013292,16349,234037,29872,85355,211797,82729,27031,13253
2014,12101,12,101,350820,5402,95492,17323,39277,50308,21044,4208,1962
2014,12103,12,103,710851,8296,173673,30251,71372,137612,50063,13595,8214
2014,12105,12,105,434372,6964,141173,21864,31295,58672,21074,3034,2684
2014,12107,12,107,51126,879,14585,4504,3373,3875,1632,460,778
2014,12109,12,109,153207,816,28533,5103,15319,38209,16564,3396,2468
2014,12111,12,111,207936,4836,62042,11599,24313,21220,8587,1950,1084
2014,12113,12,113,112524,558,26366,6744,13790,21544,7891,1514,907
2014,12115,12,115,313392,2106,81349,10491,28259,62806,28827,7588,4729
2014,12117,12,117,306089,2339,65399,12079,43920,71055,26384,5139,3225
2014,12119,12,119,102150,379,27395,5904,7888,15876,9849,1514,1054
2014,12127,12,127,372193,5167,109726,19697,33972,52828,20540,5300,4944
2014,13013,13,013,47438,1828,13270,3572,4321,5370,1223,335,518
2014,13015,13,015,68115,644,18088,4156,4153,9720,4162,933,461
2014,13021,13,021,98543,1724,29946,5344,4135,14443,7286,2400,982
2014,13031,13,031,37959,352,9726,2107,2581,6994,2509,758,839
2014,13045,13,045,68428,817,16919,5538,4267,7503,2712,1036,942
2014,13047,13,047,44633,312,11031,2816,5740,4962,2464,880,83
2014,13051,13,051,185502,1320,39639,7630,12605,36746,17020,3836,3057
2014,13057,13,057,154096,1486,33528,5159,9666,34221,9733,2509,1673
2014,13059,13,059,65317,1253,11965,2732,4074,12821,6933,1799,3908
2014,13063,13,063,163468,3300,43995,5978,12544,21595,7557,1436,597
2014,13067,13,067,482798,4824,80927,14758,34440,141632,51465,9916,8044
2014,13073,13,073,90541,779,19401,4062,8378,20670,6798,2376,1916
2014,13077,13,077,89279,991,20764,3409,7573,16222,5058,1414,490
2014,13089,13,089,484408,7705,88832,12952,29474,118015,57257,14919,12009
2014,13095,13,095,58174,728,12288,2690,5030,6755,3221,936,326
2014,13097,13,097,88352,1128,27168,4084,7333,12428,6424,888,971
2014,13113,13,113,73615,609,14197,1723,4563,19292,9214,2716,997
2014,13115,13,115,62940,801,15556,4105,2894,7815,3460,1622,320
2014,13117,13,117,131255,1834,23796,3208,8444,41383,16232,2788,1305
2014,13121,13,121,660738,4117,109564,13838,35695,195776,91688,25704,11837
2014,13127,13,127,56597,394,12170,2198,5587,8905,5130,1814,360
2014,13135,13,135,552832,10637,112589,16094,48922,130703,50579,7152,7143
2014,13139,13,139,122339,1956,26138,6093,7645,18173,7326,1985,1635
2014,13151,13,151,136715,3204,35502,5644,11600,20816,10042,1853,1404
2014,13153,13,153,96708,368,25835,5148,8310,15284,6659,1146,460
2014,13179,13,179,35714,308,9476,2254,3359,4597,1882,134,63
2014,13185,13,185,64372,1138,13728,2697,5002,10063,4036,1253,971
2014,13215,13,215,129428,1522,27926,8230,9978,21149,8202,2500,1144
2014,13217,13,217,67243,850,17956,5401,5342,7243,2992,912,1101
2014,13223,13,223,94236,932,25000,6653,8140,17952,4683,1277,575
2014,13245,13,245,128933,1476,34598,7803,9018,15472,5969,2453,1103
2014,13247,13,247,56831,559,15997,2305,5293,9638,3197,908,660
2014,13285,13,285,43591,445,12357,4154,3404,4377,2694,462,148
2014,13295,13,295,47021,870,12516,5227,2887,4315,1334,434,140
2014,13297,13,297,57546,475,18716,4992,4188,6103,1671,732,430
2014,13313,13,313,64555,2252,14176,3803,1943,6308,2398,1559,230
2014,15001,15,001,135445,425,40906,2581,13876,23985,10100,1885,2718
2014,15003,15,003,674018,10238,167668,14287,72977,145037,48531,17004,9202
2014,15007,15,007,50269,380,14426,971,5756,10002,3355,807,709
2014,15009,15,009,114800,844,33072,3754,9540,21256,4127,2319,1267
2014,16001,16,001,280778,2568,51328,12987,22206,66449,22797,8184,3884
2014,16005,16,005,51850,677,10798,2230,5019,8778,3285,762,1094
2014,16019,16,019,65768,604,16534,2644,7078,12388,4296,737,977
2014,16027,16,027,122624,1656,29771,10696,11278,14310,4705,483,924
2014,16055,16,055,100440,515,23372,4487,11417,15925,3800,1403,1023
2014,16083,16,083,50488,455,12648,2847,5030,6554,2633,681,455
2014,17001,17,001,46160,187,13211,2348,4148,6305,2546,405,434
2014,17019,17,019,118790,510,22713,3923,11118,25924,16684,1979,5630
2014,17031,17,031,3564940,57126,751910,99825,227050,776186,366536,96432,52738
2014,17037,17,037,61411,303,14015,3189,5884,11861,6557,282,813
2014,17043,17,043,631335,6859,106273,12192,46686,180306,91448,19499,11589
2014,17089,17,089,337971,5045,67517,10318,26319,72421,30465,4491,2879
2014,17091,17,091,72979,1161,20939,3192,5235,9858,4374,417,472
2014,17093,17,093,76695,679,14994,2724,6857,17351,9366,388,592
2014,17097,17,097,454385,4607,86563,14247,27937,116934,60372,14407,8280
2014,17099,17,099,77642,544,24563,3595,8356,8760,3107,653,538
2014,17111,17,111,204696,1604,47350,5812,19283,42920,15844,3513,2328
2014,17113,17,113,104042,1122,23366,4220,7879,30125,11701,1633,2525
2014,17115,17,115,73369,396,20467,4934,5259,11285,4733,1009,727
2014,17119,17,119,183118,597,49154,9897,17968,30370,12939,1878,1288
2014,17143,17,143,123981,634,28033,5178,11137,25067,10998,2280,1558
2014,17161,17,161,100515,787,26887,5447,8907,14326,5637,1250,403
2014,17163,17,163,177533,1563,41794,9339,19972,26763,15091,2096,945
2014,17167,17,167,135571,443,35390,6129,11530,28740,10770,2859,905
2014,17179,17,179,94073,331,25223,5361,10253,18184,5929,990,827
2014,17183,17,183,54071,317,17657,5401,5180,5262,2117,58,40
2014,17197,17,197,439516,3197,102410,14272,37447,90036,44253,6712,4440
2014,17199,17,199,47148,305,10582,3755,6295,6185,2785,722,587
2014,17201,17,201,194598,2342,50044,11870,16277,27882,12315,2805,1442
2014,18003,18,003,235544,2949,60308,9689,23406,42737,17296,4093,1935
2014,18005,18,005,54178,660,16911,4023,4669,10748,4518,525,661
2014,18019,18,019,77164,973,20116,3929,7982,11659,3159,733,418
2014,18035,18,035,71804,625,20304,3861,6153,10471,6203,642,935
2014,18039,18,039,127813,2100,42082,8854,8474,15225,6471,1168,261
2014,18043,18,043,51876,322,13132,2776,5201,8879,4019,652,590
2014,18053,18,053,45162,165,14778,2427,3766,5122,2105,278,318
2014,18057,18,057,195390,1536,27227,3246,11529,70543,27777,7487,4174
2014,18063,18,063,103747,499,26328,2165,10596,22698,9371,1172,901
2014,18067,18,067,57444,785,17631,3211,4613,6738,3054,588,164
2014,18081,18,081,96334,919,25634,5078,9507,17788,6235,1079,1284
2014,18085,18,085,51454,588,16141,2161,3835,7056,3513,248,161
2014,18089,18,089,326128,3857,98380,13721,25218,46995,17244,2965,1082
2014,18091,18,091,77923,760,23774,4552,6541,8859,4312,647,407
2014,18095,18,095,90479,997,27939,5289,7907,10511,3906,639,670
2014,18097,18,097,609748,8427,146416,30609,39534,113898,45427,10911,5168
2014,18105,18,105,79099,688,15282,2953,5427,17922,12691,2329,4934
2014,18109,18,109,47289,294,17999,2660,4663,5103,1916,190,26
2014,18127,18,127,112728,993,34759,4258,11645,18564,9197,1495,976
2014,18141,18,141,173293,1310,45454,8867,13099,29900,13538,2228,3232
2014,18157,18,157,100477,900,21185,3327,8804,20526,10160,1927,3838
2014,18163,18,163,122218,519,36317,7526,9579,18879,8603,1478,1276
2014,18167,18,167,69654,443,19510,4472,5923,9794,3823,1311,654
2014,18177,18,177,46150,513,14695,2978,3702,5707,1878,608,510
2014,19013,19,013,84213,592,22677,3773,11397,16340,5025,1006,968
2014,19061,19,061,64705,446,20400,2815,5896,12359,4755,524,988
2014,19103,19,103,84249,884,12400,1561,6922,25117,11702,3715,4648
2014,19113,19,113,145984,1233,34619,4992,16152,33063,11770,2400,1281
2014,19153,19,153,302751,3560,65867,12026,32136,72556,25012,7131,3046
2014,19155,19,155,62661,493,18803,2455,6292,10093,2341,512,298
2014,19163,19,163,115725,561,27739,4925,12471,22197,10601,2911,1234
2014,19169,19,169,49474,168,8811,1052,4814,10820,7484,1027,4376
2014,19193,19,193,65050,386,17001,4202,5041,9659,3094,1018,592
2014,20015,20,015,43578,383,10704,2058,3608,8119,2740,429,452
2014,20045,20,045,65025,334,10337,1961,3830,18729,9461,2181,2700
2014,20091,20,091,384030,2593,48204,7768,30879,128749,53355,14742,5888
2014,20103,20,103,53421,371,11867,3120,4493,9792,6365,742,440
2014,20173,20,173,325653,3954,72024,13382,23971,66550,25311,4817,3250
2014,20177,20,177,119855,923,31121,6280,9473,21912,9080,2349,1279
2014,20209,20,209,100966,2222,27693,4651,6548,10597,4868,770,632
2014,21015,21,015,82237,335,18903,4257,5323,17095,6546,1640,529
2014,21029,21,029,52492,568,15614,5194,4455,5125,1441,544,176
2014,21037,21,037,61901,509,17599,3296,6006,9578,4448,1532,711
2014,21047,21,047,42321,470,11078,3433,3192,4980,1770,356,166
2014,21059,21,059,66319,547,19542,5201,5822,9189,3916,760,613
2014,21067,21,067,199844,1221,35883,10044,16230,47224,21210,7387,5306
2014,21093,21,093,69438,925,16561,4210,6392,9932,5886,1494,588
2014,21111,21,111,520429,7308,113881,26194,38642,93024,51896,11974,7679
2014,21117,21,117,110230,932,26125,5559,7574,20677,7531,1696,806
2014,21145,21,145,46020,539,10274,2391,5127,7132,2891,485,795
2014,21151,21,151,53740,479,11990,3616,3942,9684,4850,534,1223
2014,21195,21,195,44056,649,13024,3792,2594,2306,2587,492,173
2014,55133,55,133,275937,1111,59645,5878,26514,76017,30139,7116,3752
2014,55139,55,139,113484,759,32561,5333,12009,20599,6485,1933,842
2014,55141,55,141,52141,179,17448,2291,6959,7092,2475,678,418
2014,56021,56,021,65009,147,12826,3290,9365,13451,4813,1166,551
2014,56025,56,025,54784,130,10296,4219,6347,7228,3182,446,632
2014,72013,72,013,63315,2323,17546,2429,4882,11121,2177,870,480
2014,72021,72,021,135160,3887,27967,4235,13844,28446,6999,1313,1370
2014,72025,72,025,93671,1852,23751,2823,11162,19995,5291,703,917
2014,72031,72,031,114616,1685,25983,4520,13382,23658,8642,1819,922
2014,72061,72,061,66516,1073,10026,1037,5187,19061,5932,4694,1827
2014,72097,72,097,53491,1941,13002,3067,3110,8486,1415,301,1101
2014,72113,72,113,102940,2869,26252,2286,8315,19443,4361,1559,1961
2014,72127,72,127,256439,5235,51740,3593,30430,53159,20662,10767,5049
2014,72135,72,135,48821,682,11866,299,4891,10593,3197,491,266
2014,72137,72,137,57061,2045,15524,1820,4959,8685,2191,452,313
2014,72139,72,139,48096,1191,11329,977,5301,9706,2768,1057,1185
2014,39085,39,085,162769,988,49827,3731,15643,28798,12060,1814,1217
2014,39089,39,089,114305,353,35550,4882,8562,19347,8664,1443,1343
2014,39093,39,093,207998,2820,63005,8205,18512,27142,14392,2424,1251
2014,39095,39,095,291033,2962,78112,10759,26681,46027,21318,6301,3239
2014,39099,39,099,164770,1419,56347,6263,11572,24494,11050,1765,1116
2014,39101,39,101,46559,579,15721,3096,4268,4774,1919,400,143
2014,39103,39,103,121315,465,35962,4865,11178,25211,9991,1741,942
2014,39109,39,109,71550,371,23312,2889,6788,8872,4672,492,218
2014,39113,39,113,362551,2790,88818,15402,36919,55650,28325,6007,3231
2014,39119,39,119,57891,195,23109,2023,4509,5976,2781,1244,20
2014,39133,39,133,103868,409,33256,3943,6629,16705,9222,1390,2049
2014,39139,39,139,85060,913,30450,4548,7145,9008,4422,544,607
2014,39141,39,141,53186,729,21187,2341,5196,6256,2945,367,62
2014,39145,39,145,53220,400,19540,3106,5102,5047,2834,447,229
2014,39151,39,151,259282,2265,90561,7617,22628,37324,14560,3135,2312
2014,39153,39,153,375087,2955,108810,11744,33663,74645,28198,6291,4638
2014,39155,39,155,145491,891,59485,6576,9488,16223,6098,1070,933
2014,39157,39,157,64428,901,27462,3122,4801,6001,1698,208,90
2014,39165,39,165,148183,650,35576,5828,12800,38099,16823,2554,2487
2014,39169,39,169,75561,673,27563,2550,5516,9755,3727,825,890
2014,39173,39,173,79148,217,22444,2519,8107,15337,8267,1557,1664
2014,40017,40,017,84307,462,20048,4126,7623,15269,4562,703,337
2014,40027,40,027,169632,917,39389,9256,11919,30156,13774,2868,3517
2014,40031,40,031,76307,710,18967,4183,5174,11194,3686,976,633
2014,40037,40,037,47453,353,16038,3862,3369,5140,1034,499,192
2014,40101,40,101,46600,563,14689,3467,3991,5726,1718,365,335
2014,40109,40,109,496320,7604,102660,20039,35170,97190,38332,10819,5653
2014,40119,40,119,43166,131,9508,1549,2287,7180,4683,1045,2498
2014,40125,40,125,46946,342,13695,3128,3094,5532,2605,618,249
2014,40131,40,131,59571,526,17670,2461,5984,8933,2783,782,589
2014,40143,40,143,410220,4579,90043,15685,32946,86617,26501,8687,3965
2014,40145,40,145,50671,355,15108,2679,3632,8244,2013,468,455
2014,41003,41,003,51364,136,6388,1847,2939,14496,8324,1539,3138
2014,41005,41,005,274856,2733,54023,9353,25279,59807,22464,6293,2752
2014,41017,41,017,122494,480,24888,4098,13015,23299,10461,2258,1229
2014,41019,41,019,78451,662,20018,5914,7556,6800,4157,848,370
2014,41029,41,029,147982,968,34134,6904,10058,24079,10397,2476,2761
2014,41033,41,033,61141,415,15492,2869,5693,6482,3276,488,203
2014,41035,41,035,45584,510,10295,2814,4319,5627,1472,788,41
2014,41039,41,039,243019,1950,46052,11906,21641,42070,18677,5136,4485
2014,41043,41,043,82699,692,21146,5442,8157,11040,4724,395,810
2014,41047,41,047,211382,3567,47766,11823,15957,31159,12107,2893,1821
2014,41051,41,051,556709,8451,84308,18368,44565,143984,60315,17845,9240
2014,41053,41,053,48818,532,10263,3132,3726,7333,5013,673,557
2014,41059,41,059,49443,423,10579,3681,4839,4871,2192,524,465
2014,41067,41,067,379365,5191,61062,14013,31006,95825,39161,7292,8266
2014,41071,41,071,67439,1280,14319,3779,5245,10973,4656,722,650
2014,42001,42,001,70914,634,26893,3782,5822,9065,5213,1111,626
2014,42003,42,003,882507,6815,233449,31345,85467,196736,95317,22837,18124
2014,42005,42,005,49328,628,21316,2460,4533,4696,1617,111,81
2014,42007,42,007,122786,880,44284,4099,15209,18922,6949,1190,463
2014,42011,42,011,278679,2269,97821,13061,18225,42790,17441,2640,1630
2014,42013,42,013,89091,646,36253,4225,7404,11513,4241,1165,928
2014,42017,42,017,442281,2733,125978,10459,33880,100079,50472,9198,7033
2014,42019,42,019,130511,620,40581,4803,11728,28449,12663,1451,1549
2014,42021,42,021,98582,1091,40219,4956,9493,12043,5512,1698,711
2014,42025,42,025,46796,180,19502,2693,5622,3934,2111,319,69
2014,42027,42,027,93236,478,26370,3052,7674,19297,11135,1120,5799
2014,42029,42,029,346408,2435,72587,7114,18819,100481,50347,10065,9727
2014,42033,42,033,59738,873,25925,4229,5589,4654,1652,175,142
2014,42037,42,037,44096,115,18469,1699,3689,6612,2254,134,578
2014,42039,42,039,60135,324,24776,3054,3728,7528,3150,708,850
2014,42041,42,041,169787,1142,51891,8191,12462,34779,17390,3420,2341
2014,42043,42,043,187787,1928,56944,7152,16608,32339,14780,4168,2332
2014,42045,42,045,378633,3269,109391,9348,24258,78512,40994,9344,8668
2014,42049,42,049,187939,1753,65735,9181,13904,33816,14581,2816,1402
2014,42051,42,051,97486,850,45290,4913,9750,8976,2832,637,564
2014,42055,42,055,104971,772,38204,5664,7511,11579,5433,854,724
2014,42063,42,063,56758,249,22215,1825,4406,8083,4222,319,814
2014,42069,42,069,149426,1239,51756,4835,13679,24427,10769,2111,1318
2014,42071,42,071,355076,4391,115497,19860,23443,59681,22769,5867,3944
2014,42073,42,073,63097,337,25195,2859,5679,7549,3220,550,328
2014,42075,42,075,93096,1152,36094,3753,7170,12520,5125,851,677
2014,42077,42,077,243951,3080,74105,9000,22016,43165,17013,3270,3284
2014,42079,42,079,226539,2551,79287,8697,20866,31209,15748,2313,2259
2014,42081,42,081,81168,601,26826,4595,8356,10836,4739,1257,523
2014,42085,42,085,80408,635,31854,4361,6698,11467,4190,758,601
2014,42089,42,089,112312,1014,36260,5071,9098,16735,7010,1327,1337
2014,42091,42,091,571571,3646,124275,11525,42090,148935,82319,22434,16773
2014,42095,42,095,207999,1832,66523,6714,17201,36780,15181,2315,2353
2014,42097,42,097,68173,636,30373,4821,4008,5765,3339,437,375
2014,42101,42,101,1036541,20435,320356,39008,57448,157342,75965,22996,13230
2014,42107,42,107,107089,1320,43712,5750,9409,10931,4490,1003,405
2014,42111,42,111,56554,335,24680,3308,4538,5372,2259,649,103
2014,42125,42,125,148576,1843,53319,4952,14879,26369,11501,1968,1416
2014,42129,42,129,263386,1980,94954,9932,25705,44968,20442,2828,2867
2014,42133,42,133,304198,2690,112839,12220,26997,47045,18999,4638,1464
2014,44003,44,003,120696,1049,29256,7543,13316,21292,9763,1882,1754
2014,44005,44,005,60027,420,12183,1768,4795,17179,8118,1494,1502
2014,44007,44,007,425713,8878,108827,20771,31754,64469,28472,7162,7137
2014,44009,44,009,85371,663,17006,3096,7548,20661,10463,1942,2265
2014,45003,45,003,114302,911,29826,4645,8579,21443,7948,1825,1905
2014,45007,45,007,131285,1814,34323,8040,13090,16675,6260,1341,873
2014,45013,45,013,124359,17,25902,4577,10705,25923,14573,3841,2013
2014,45015,45,015,130391,814,32775,7646,14264,19046,8136,1250,698
2014,45019,45,019,265067,1732,49533,7286,22132,67778,26656,8670,4918
2014,45031,45,031,45797,1418,13807,2271,5217,4119,1451,562,342
2014,45035,45,035,97952,661,23445,3735,11269,16828,7541,758,703
2014,45041,45,041,92350,506,30053,3836,8335,12820,5743,842,1275
2014,45045,45,045,323715,3386,76626,14454,27955,68106,26058,6360,4742
2014,45047,45,047,45951,963,11472,2673,4153,6726,3165,712,246
2014,45051,45,051,216530,1763,63995,9761,20262,34032,11947,2325,1869
2014,45057,45,057,57554,612,16431,3887,5271,8068,5046,207,130
2014,45059,45,059,44719,807,13936,3144,4663,4014,2141,192,75
2014,45063,45,063,189739,953,46634,7484,17471,37642,14526,2001,1790
2014,45073,45,073,54027,544,15310,3537,4933,6931,3414,661,831
2014,45075,45,075,59459,1182,18935,2900,5084,6121,2827,660,276
2014,45077,45,077,74842,223,20686,5230,6531,9759,4766,687,1649
2014,45079,45,079,249146,1726,45645,6594,21108,55120,28952,6339,3436
2014,45083,45,083,194586,2182,46949,10456,18249,27308,13799,1672,1206
2014,45085,45,085,69148,1459,17504,2990,5549,6970,3412,598,543
2014,45091,45,091,162741,1932,36728,6849,15052,31251,12471,1799,1092
2014,46099,46,099,118625,1568,29225,5325,13146,25077,6673,2373,1386
2014,46103,46,103,72598,325,17799,3656,9126,13562,4534,1003,822
2014,47001,47,001,53876,703,15913,3443,3312,6708,4119,612,1097
2014,47009,47,009,89218,896,26405,4676,7139,15619,4144,1492,815
2014,47011,47,011,69440,486,15706,6517,4244,9274,4128,1027,377
2014,47037,47,037,455020,9873,91622,16631,30201,109562,39558,11208,9312
