year,fips,state_fips,county_fips,poverty_universe,below_poverty_level,snap_universe,snap_received,snap_not_received,families_poverty_universe,families_below_poverty,poverty_by_age_universe,poverty_by_age_below,ratio_income_poverty_universe,ratio_under_0_50,ratio_0_50_to_0_99,ratio_1_00_to_1_24,ratio_1_25_to_1_49,ratio_1_50_to_1_84,ratio_1_85_to_1_99
2022,42007,42,007,162855,15826,72129,10474,61655,45241,2804,162855,15826,162855,8126,7700,6070,5094,9602,3419
2022,42011,42,011,418176,45445,162183,20606,141577,108715,7930,418176,45445,418176,22364,23081,14796,16289,23371,10198
2022,42013,42,013,116871,15013,52260,9365,42895,32106,2600,116871,15013,116871,9347,5666,5769,4770,7729,2286
2022,42017,42,017,637506,36090,250774,18638,232136,177198,5831,637506,36090,637506,15154,20936,12912,13636,18809,9332
2022,42019,42,019,192187,17148,80941,7099,73842,53701,4170,192187,17148,192187,6806,10342,6463,4650,6712,4243
2022,42021,42,021,125761,21104,55225,11438,43787,34033,3991,125761,21104,125761,10456,10648,4277,5424,9096,3094
2022,42025,42,025,64753,5628,27966,3404,24562,,,64753,5628,64753,2385,3243,2045,2609,5302,601
2022,42027,42,027,136543,23488,60457,6462,53995,,,136543,23488,136543,15574,7914,4533,7128,5554,1900
2022,42029,42,029,531909,28310,204309,11632,192677,146964,6002,531909,28310,531909,16408,11902,9159,11460,16800,8185
2022,42033,42,033,74054,7581,32709,6383,26326,21475,1779,74054,7581,74054,3125,4456,2314,3905,5736,2469
2022,42039,42,039,78104,10766,34905,6339,28566,22972,2129,78104,10766,78104,3807,6959,4136,5626,6661,1448
2022,42041,42,041,254956,19892,106531,8425,98106,67620,3014,254956,19892,254956,8422,11470,8182,6428,14264,3280
2022,42043,42,043,284647,35474,122403,15043,107360,73219,7540,284647,35474,284647,21646,13828,3916,12322,14092,5245
2022,42045,42,045,553271,53585,216679,27829,188850,140173,9837,553271,53585,553271,26722,26863,14574,18386,24254,8403
2022,42049,42,049,254668,38548,111286,22249,89037,66464,6539,254668,38548,254668,18734,19814,13439,12710,14363,5374
2022,42051,42,051,122345,21179,55657,12547,43110,32936,3649,122345,21179,122345,9097,12082,6057,5060,6654,4026
2022,42055,42,055,154904,11680,64960,6872,58088,43619,2390,154904,11680,154904,4646,7034,5202,3545,8331,1898
2022,42063,42,063,77461,9765,32060,6022,26038,18818,1402,77461,9765,77461,3999,5766,3923,5691,4935,2039
2022,42069,42,069,208092,27399,89262,15878,73384,51996,4155,208092,27399,208092,14125,13274,10394,10108,9918,5983
2022,42071,42,071,540987,48110,212016,18363,193653,145203,8320,540987,48110,540987,21568,26542,10238,16540,24593,13340
2022,42073,42,073,82591,10075,35694,7198,28496,22274,1724,82591,10075,82591,4234,5841,4745,2614,7846,1285
2022,42075,42,075,139935,18077,55245,6520,48725,38131,3971,139935,18077,139935,7148,10929,3154,6570,8547,3532
2022,42077,42,077,367756,42455,142990,20827,122163,94968,7019,367756,42455,367756,17945,24510,14367,10510,27996,5670
2022,42079,42,079,314459,49199,134858,28111,106747,84291,9890,314459,49199,314459,24064,25135,16538,12198,22771,8084
2022,42081,42,081,107271,12143,46774,6341,40433,29113,2293,107271,12143,107271,4777,7366,6125,3516,6589,2815
2022,42085,42,085,101721,12185,45960,8361,37599,29402,2312,101721,12185,101721,6056,6129,4258,3812,7031,3246
2022,42089,42,089,163391,21446,58034,8657,49377,40164,3707,163391,21446,163391,8902,12544,6552,7091,5922,3054
2022,42091,42,091,844379,56325,335219,21775,313444,224180,9996,844379,56325,844379,31228,25097,17484,17847,25889,11761
2022,42095,42,095,305103,33543,121651,14472,107179,76810,6302,305103,33543,305103,15477,18066,7379,13107,10509,5408
2022,42097,42,097,85351,12377,38451,4550,33901,23767,1938,85351,12377,85351,5402,6975,3533,3066,4161,1497
2022,42101,42,101,1519441,329385,695320,189942,505378,355054,56951,1519441,329385,1519441,147958,181427,80387,87947,102807,35119
2022,42107,42,107,135105,15921,58222,10361,47861,37976,3171,135105,15921,135105,5492,10429,6314,7126,8276,3082
2022,42111,42,111,68643,9818,29464,5170,24294,18662,1517,68643,9818,68643,3208,6610,5803,3195,4787,2698
2022,42125,42,125,205298,24763,89735,12121,77614,55267,4508,205298,24763,205298,12827,11936,4646,7208,9484,4761
2022,42129,42,129,345979,33364,156132,18044,138088,100110,5747,345979,33364,345979,15777,17587,11400,9253,16877,5455
2022,42133,42,133,452631,41442,184019,18823,165196,126044,7934,452631,41442,452631,21827,19615,11192,15320,21835,11209
2022,44003,44,003,169368,11049,73272,8416,64856,,,169368,11049,169368,5716,5333,3637,5058,7176,5095
2022,44005,44,005,81099,5000,37165,3549,33616,,,81099,5000,81099,2197,2803,1619,1028,1556,915
2022,44007,44,007,631070,88487,263501,46458,217043,153105,14631,631070,88487,631070,42212,46275,20644,26122,39160,6828
2022,44009,44,009,123696,6677,53138,2623,50515,,,123696,6677,123696,3379,3298,3350,2490,3884,2036
2022,45003,45,003,171947,31199,71391,9713,61678,48388,6823,171947,31199,171947,16498,14701,7365,6907,7312,3016
2022,45007,45,007,206203,33055,85096,8971,76125,60141,7451,206203,33055,206203,15301,17754,7855,10212,12026,5729
2022,45013,45,013,187649,18483,80670,3876,76794,,,187649,18483,187649,8975,9508,6006,4898,5929,3486
2022,45015,45,015,237761,18480,94287,6793,87494,65549,3854,237761,18480,237761,5969,12511,5577,8589,11609,8672
2022,45019,45,019,410059,46093,179597,11428,168169,100305,8093,410059,46093,410059,25564,20529,12983,14088,18480,7325
2022,45035,45,035,162878,18414,64183,5414,58769,46091,3515,162878,18414,162878,6895,11519,3738,5729,8537,5043
2022,45041,45,041,133962,28364,53185,9031,44154,35032,6008,133962,28364,133962,15037,13327,4249,3124,9017,3658
2022,45045,45,045,535223,51473,222007,17158,204849,146699,10705,535223,51473,535223,24070,27403,15336,29848,35017,14450
2022,45047,45,047,65589,13134,27177,4998,22179,,,65589,13134,65589,6376,6758,2929,5431,4306,3009
2022,45051,45,051,375151,47085,162136,11153,150983,105958,8646,375151,47085,375151,26259,20826,17123,20524,26114,10798
2022,45055,45,055,67005,7719,26752,3869,22883,,,67005,7719,67005,4522,3197,2674,2080,3068,3165
2022,45057,45,057,102805,10462,40910,4317,36593,,,102805,10462,102805,5753,4709,3289,4141,7801,2500
2022,45059,45,059,65999,11984,26848,5226,21622,,,65999,11984,65999,5925,6059,3650,2661,8226,1547
2022,45063,45,063,302359,33141,122936,12980,109956,84818,7113,302359,33141,302359,15171,17970,9265,14110,15809,6950
2022,45073,45,073,79599,16123,37516,4761,32755,,,79599,16123,79599,7654,8469,4279,2584,4092,2154
2022,45075,45,075,79740,19598,33632,8236,25396,20085,3088,79740,19598,79740,9013,10585,5173,3190,7569,1387
2022,45077,45,077,124870,20386,53210,6065,47145,32151,2813,124870,20386,124870,10091,10295,5007,7400,9392,3845
2022,45079,45,079,397922,64071,168877,15617,153260,99554,9863,397922,64071,397922,35311,28760,16512,15171,21214,13658
2022,45083,45,083,337193,49977,133018,14886,118132,90295,9981,337193,49977,337193,21391,28586,9448,19692,29433,14750
2022,45085,45,085,100958,10820,40388,6193,34195,,,100958,10820,100958,3282,7538,6999,4029,9458,2734
2022,45091,45,091,290148,22536,114312,6434,107878,80939,4044,290148,22536,290148,9001,13535,7472,7972,17346,7208
2022,46083,46,083,70045,6896,27815,646,27169,,,70045,6896,70045,2106,4790,477,3161,1388,1701
2022,46099,46,099,199911,16504,85576,6860,78716,50171,2251,199911,16504,199911,8375,8129,5458,4534,11535,3370
2022,46103,46,103,110421,16401,47370,5171,42199,,,110421,16401,110421,5620,10781,4337,2864,4352,1448
2022,47001,47,001,77869,9767,32158,4499,27659,,,77869,9767,77869,4644,5123,3105,3627,2764,2830
2022,47009,47,009,137839,12574,56211,3329,52882,,,137839,12574,137839,6184,6390,4791,6550,8294,1712
2022,47011,47,011,107718,13990,42035,5406,36629,29126,3083,107718,13990,107718,3540,10450,6668,6481,4707,4417
2022,47037,47,037,687236,96175,327791,27262,300529,164791,15906,687236,96175,687236,49661,46514,19476,25926,27692,17524
2022,47059,47,059,69213,12752,29065,2857,26208,,,69213,12752,69213,6569,6183,3152,4730,6585,3048
2022,47063,47,063,64479,9537,26994,5305,21689,,,64479,9537,64479,4198,5339,5082,3089,5183,4203
2022,47065,47,065,366846,41482,152851,11994,140857,95201,6757,366846,41482,366846,16738,24744,10894,11205,22930,4953
2022,47093,47,093,481152,55201,201193,17144,184049,124349,7783,481152,55201,481152,27151,28050,18069,20427,32819,10716
2022,47113,47,113,95676,12765,38590,5942,32648,,,95676,12765,95676,5801,6964,3903,5687,5308,4086
2022,47119,47,119,106699,11096,42343,2908,39435,,,106699,11096,106699,5668,5428,3652,4357,7164,5101
2022,47125,47,125,229628,26438,89176,7057,82119,62281,5427,229628,26438,229628,13609,12829,7984,10216,14456,7064
2022,47141,47,141,78974,17757,34678,3504,31174,,,78974,17757,78974,11356,6401,4238,2157,5140,2121
2022,47147,47,147,74581,5398,28955,1529,27426,,,74581,5398,74581,2794,2604,2256,2006,4290,3551
2022,47149,47,149,355800,34312,132945,12453,120492,93435,6095,355800,34312,355800,17315,16997,16907,12580,28252,10973
2022,47155,47,155,97563,10892,42814,1909,40905,,,97563,10892,97563,4988,5904,5089,5924,7964,2603
2022,47157,47,157,899794,148682,362643,59268,303375,221856,28463,899794,148682,899794,67493,81189,43696,39835,67595,23156
2022,47163,47,163,158535,24768,69704,9084,60620,45002,5155,158535,24768,158535,13709,11059,8613,11663,7043,5570
2022,47165,47,165,202308,12929,79326,3865,75461,55283,2647,202308,12929,202308,6927,6002,3406,6884,10254,4188
2022,47179,47,179,131215,18668,56081,4148,51933,,,131215,18668,131215,9019,9649,6182,3922,7992,1864
2022,47187,47,187,259856,9917,93752,1922,91830,,,259856,9917,259856,3725,6192,5363,1208,7597,2163
2022,47189,47,189,156772,11138,60788,4651,56137,,,156772,11138,156772,6654,4484,4331,3691,7148,4022
2022,48005,48,005,83985,12493,34276,7108,27168,,,83985,12493,83985,4139,8354,4492,4280,5983,3324
2022,48021,48,021,103359,13884,37278,2448,34830,,,103359,13884,103359,7471,6413,4577,6330,8952,4439
2022,48027,48,027,379013,55578,143361,19120,124241,97658,12436,379013,55578,379013,28214,27364,19552,22584,28186,6272
2022,48029,48,029,2019161,317085,754632,110298,644334,486665,61148,2019161,317085,2019161,133925,183160,90573,109773,128164,52825
2022,48037,48,037,86912,16583,35469,6463,29006,,,86912,16583,86912,7203,9380,3158,4214,6755,3843
2022,48039,48,039,375396,36884,133871,9247,124624,96998,8115,375396,36884,375396,18787,18097,8611,11248,19309,7793
2022,48041,48,041,221551,50723,93580,7692,85888,49564,5994,221551,50723,221551,30812,19911,7105,8246,12257,5278
2022,48061,48,061,421455,93839,137982,36473,101509,105388,20683,421455,93839,421455,39903,53936,28523,28925,37067,21468
2022,48085,48,085,1148829,52844,414601,10899,403702,298556,9171,1148829,52844,1148829,29279,23565,22565,25664,35994,18499
2022,48091,48,091,182801,12564,70544,3578,66966,,,182801,12564,182801,5446,7118,3603,4481,12157,4184
2022,48099,48,099,67199,6961,27660,4557,23103,,,67199,6961,67199,2274,4687,3122,2223,8893,3440
2022,48113,48,113,2572288,364533,992995,112361,880634,612422,68388,2572288,364533,2572288,175372,189161,116822,133976,179781,70952
2022,48121,48,121,966712,78852,361770,19085,342685,255702,12247,966712,78852,966712,47682,31170,26285,22967,30132,15556
2022,48135,48,135,158275,27439,63738,8861,54877,43146,6368,158275,27439,158275,16607,10832,11344,6466,8883,2035
2022,48139,48,139,209348,19187,73227,7164,66063,58274,4652,209348,19187,209348,7306,11881,2345,7007,11719,4803
2022,48141,48,141,854698,181926,300636,63241,237395,211575,39911,854698,181926,854698,78064,103862,41637,53050,76031,30263
2022,48157,48,157,882008,70729,295091,23110,271981,237871,15803,882008,70729,882008,34939,35790,17542,27746,39764,16449
2022,48167,48,167,351677,48437,143725,16183,127542,98264,11282,351677,48437,351677,21427,27010,12729,13099,25400,3167
2022,48181,48,181,140596,14134,54309,5563,48746,37636,2357,140596,14134,140596,4052,10082,8381,6970,10267,3712
2022,48183,48,183,121882,19899,47877,6848,41029,30765,3884,121882,19899,121882,10356,9543,2801,8457,10686,4598
2022,48187,48,187,180687,18575,66711,7123,59588,51145,4271,180687,18575,180687,11232,7343,6123,5810,6407,7059
2022,48201,48,201,4739328,781107,1779980,254445,1525535,1176650,161890,4739328,781107,4739328,373686,407421,234236,244733,319607,142952
2022,48203,48,203,67962,10069,26795,3909,22886,,,67962,10069,67962,3498,6571,3305,3438,5173,3151
2022,48209,48,209,261259,26986,101449,5182,96267,68547,3571,261259,26986,261259,14809,12177,6182,6671,12263,4469
2022,48213,48,213,83096,8728,33671,4132,29539,,,83096,8728,83096,3994,4734,5996,3877,3878,1653
2022,48215,48,215,881676,243504,270891,79788,191103,210798,50644,881676,243504,881676,94656,148848,60201,60775,71274,30407
2022,48221,48,221,65589,6795,25700,1288,24412,,,65589,6795,65589,2869,3926,2353,1861,5127,840
2022,48231,48,231,104709,13379,38072,4250,33822,,,104709,13379,104709,5061,8318,3012,3818,5030,2748
2022,48245,48,245,235655,43923,96171,17710,78461,65410,10603,235655,43923,235655,19752,24171,11933,15081,18121,7651
2022,48251,48,251,192783,19119,66686,4553,62133,50019,3804,192783,19119,192783,9085,10034,5592,8982,11156,6636
2022,48257,48,257,170832,12666,50855,3569,47286,,,170832,12666,170832,5117,7549,8603,6564,11799,3705
2022,48291,48,291,96765,25070,32223,5264,26959,,,96765,25070,96765,9794,15276,3572,7195,7594,2798
2022,48303,48,303,305069,53984,127879,15713,112166,76538,9310,305069,53984,305069,29353,24631,14423,12999,21397,9964
2022,48309,48,309,258557,40874,94725,12540,82185,64036,6161,258557,40874,258557,19973,20901,12692,6252,21915,7882
2022,48329,48,329,170651,21422,69398,5105,64293,45061,3486,170651,21422,170651,9357,12065,3412,8744,15381,5854
2022,48339,48,339,673877,55976,249534,17414,232120,180656,10924,673877,55976,673877,27468,28508,20343,23933,27301,11761
2022,48355,48,355,345336,58621,131989,25696,106293,91001,12109,345336,58621,345336,28403,30218,19573,19276,18969,10270
2022,48361,48,361,84273,10620,33580,3906,29674,,,84273,10620,84273,5078,5542,6383,2372,6941,535
2022,48367,48,367,163787,12084,55761,2038,53723,,,163787,12084,163787,6512,5572,2977,3815,6092,2310
2022,48375,48,375,110242,20821,42366,6688,35678,,,110242,20821,110242,10073,10748,9426,5750,7782,3888
2022,48381,48,381,142861,11653,55187,3512,51675,,,142861,11653,142861,6364,5289,4057,4617,9031,2863
2022,48397,48,397,122043,4935,41956,1309,40647,,,122043,4935,122043,2146,2789,1842,3448,2401,2605
2022,48409,48,409,69229,12489,24376,4603,19773,,,69229,12489,69229,6760,5729,2843,6355,3100,3315
2022,48423,48,423,235078,25474,80889,8023,72866,55528,4254,235078,25474,235078,13129,12345,9130,14822,15102,7340
2022,48427,48,427,65295,22762,19082,9000,10082,,,65295,22762,65295,7607,15155,2894,6235,12226,576
2022,48439,48,439,2121271,224727,787083,74277,712806,521256,40597,2121271,224727,2121271,113047,111680,78994,97883,138925,52686
2022,48441,48,441,139414,23971,53907,5815,48092,36611,5375,139414,23971,139414,13015,10956,4728,4105,9270,4600
2022,48451,48,451,115151,13378,46843,5594,41249,,,115151,13378,115151,7505,5873,7402,8012,10262,5411
2022,48453,48,453,1306520,131756,586136,32653,553483,309398,17790,1306520,131756,1306520,76215,55541,25945,45227,55636,28531
2022,48469,48,469,90030,14447,34188,5738,28450,,,90030,14447,90030,5141,9306,4465,4885,4726,1535
2022,48471,48,471,61157,10566,26918,3151,23767,,,61157,10566,61157,6952,3614,4574,3816,7101,945
2022,48479,48,479,263549,52898,82519,20789,61730,66561,11929,263549,52898,263549,17449,35449,21565,13936,22595,16185
2022,48485,48,485,118080,17743,50211,6729,43482,31187,4349,118080,17743,118080,10295,7448,4686,6996,7965,3122
2022,48491,48,491,666321,44050,258095,9570,248525,179153,9116,666321,44050,666321,22439,21611,11870,13502,25605,9166
2022,48497,48,497,73369,4602,25430,1434,23996,,,73369,4602,73369,1746,2856,1966,2728,5531,4014
2022,49005,49,005,136118,18459,45099,1704,43395,,,136118,18459,136118,9424,9035,4910,3013,8298,2916
2022,49011,49,011,367354,23956,116709,5210,111499,94251,5286,367354,23956,367354,12279,11677,6315,13277,17016,7211
2022,49035,49,035,1170792,86920,424300,19825,404475,286367,13708,1170792,86920,1170792,41296,45624,38913,30883,61155,35690
2022,49045,49,045,79246,5205,23872,1981,21891,,,79246,5205,79246,2670,2535,1348,3215,5832,1324
2022,49049,49,049,688308,54143,204285,7758,196527,164128,8909,688308,54143,688308,24150,29993,20638,18251,37254,15161
2022,49053,49,053,195237,20179,71891,3255,68636,54158,3927,195237,20179,195237,10544,9635,4633,9534,13987,4372
2022,49057,49,057,266376,20858,95099,6481,88618,67935,3892,266376,20858,266376,9753,11105,4986,9508,17431,5301
2022,50007,50,007,158877,17978,72106,6307,65799,,,158877,17978,158877,8199,9779,3146,3926,4951,3264
2022,51003,51,003,107119,9644,45178,2161,43017,26699,1354,107119,9644,107119,5011,4633,2230,2773,5283,2338
2022,51013,51,013,231549,15010,112504,5510,106994,,,231549,15010,231549,9526,5484,5898,3850,3129,2208
2022,51015,51,015,74872,5489,31434,1975,29459,21809,1299,74872,5489,74872,1571,3918,3061,1902,3938,2409
2022,51019,51,019,80041,5694,32540,2233,30307,,,80041,5694,80041,1527,4167,3174,2451,6278,1817
2022,51041,51,041,372794,23695,140498,9763,130735,103373,5008,372794,23695,372794,14359,9336,10492,12015,15738,7242
2022,51059,51,059,1127335,62861,415855,16004,399851,288418,10336,1127335,62861,1127335,29220,33641,18270,22309,29640,15527
2022,51061,51,061,74184,4304,26757,1731,25026,,,74184,4304,74184,1222,3082,991,1498,1395,1572
2022,51069,51,069,93870,6229,35947,2905,33042,,,93870,6229,93870,3774,2455,1179,3086,5542,2331
2022,51085,51,085,110493,4915,43274,2691,40583,,,110493,4915,110493,2029,2886,1033,4881,2387,1047
2022,51087,51,087,329554,30014,137370,10076,127294,86029,5622,329554,30014,329554,14839,15175,6242,8300,15312,9030
2022,51095,51,095,80295,5563,32592,1703,30889,,,80295,5563,80295,2596,2967,1524,1898,3523,931
2022,51107,51,107,429978,16089,143195,4266,138929,112905,2997,429978,16089,429978,7501,8588,4503,3228,9711,2473
2022,51121,51,121,87154,19360,36539,1787,34752,,,87154,19360,87154,15544,3816,2057,3927,4421,1967
2022,51153,51,153,481669,33093,156728,8269,148459,119092,6465,481669,33093,481669,18820,14273,9616,15249,23821,7991
2022,51161,51,161,94576,7014,40024,2523,37501,,,94576,7014,94576,3614,3400,2830,3220,3416,2376
2022,51165,51,165,83158,9779,33771,2800,30971,,,83158,9779,83158,4434,5345,2935,2498,4693,2163
2022,51177,51,177,145597,13646,52415,3917,48498,38569,2288,145597,13646,145597,8709,4937,3605,5586,5335,919
2022,51179,51,179,159190,6746,52315,1698,50617,,,159190,6746,159190,3581,3165,4140,3027,3641,1549
2022,51199,51,199,70191,2678,27408,962,26446,,,70191,2678,70191,1261,1417,825,1265,1783,2231
2022,51510,51,510,154495,12521,76672,4718,71954,,,154495,12521,154495,4413,8108,3478,4252,5620,2272
2022,51550,51,550,248443,20807,95073,5585,89488,66234,4336,248443,20807,248443,9635,11172,6070,4879,12278,5995
2022,51650,51,650,134874,18364,56961,9607,47354,33640,3162,134874,18364,134874,9730,8634,8043,5563,6144,2189
2022,51680,51,680,68830,13873,29181,4446,24735,,,68830,13873,68830,7714,6159,3506,2646,6787,1983
2022,51700,51,700,177415,30016,75306,11811,63495,42411,5799,177415,30016,177415,16510,13506,5393,9466,11972,4828
2022,51710,51,710,216007,38197,94532,16626,77906,52136,7041,216007,38197,216007,21747,16450,11177,13272,12695,4168
2022,51740,51,740,94510,18979,40178,8240,31938,23208,4197,94510,18979,94510,8844,10135,5150,5587,10501,2638
2022,51760,51,760,218414,47489,106252,17213,89039,44441,7025,218414,47489,218414,24533,22956,9195,8674,11712,4153
2022,51770,51,770,96230,19428,44543,8495,36048,,,96230,19428,96230,10614,8814,5475,4887,10124,1414
2022,51800,51,800,97025,11567,38713,5885,32828,27319,2772,97025,11567,97025,5064,6503,2628,4049,4929,2161
2022,51810,51,810,447930,44673,179752,13113,166639,116969,8969,447930,44673,447930,25149,19524,11736,13679,17454,13385
2022,53005,53,005,210444,24444,78231,11993,66238,52392,4067,210444,24444,210444,10303,14141,8803,7627,8259,4690
2022,53007,53,007,79103,5655,32272,2842,29430,,,79103,5655,79103,2803,2852,2978,1880,4608,841
2022,53009,53,009,76218,8971,35527,3660,31867,,,76218,8971,76218,4622,4349,2705,2900,4081,2389
2022,53011,53,011,513193,43729,198400,24784,173616,130491,8064,513193,43729,513193,23327,20402,15743,13328,25969,8499
2022,53015,53,015,110890,14873,44049,8913,35136,30485,3338,110890,14873,110890,8555,6318,5163,3707,6667,1765
2022,53021,53,021,96452,8588,30290,5693,24597,,,96452,8588,96452,2560,6028,7569,7868,8506,2367
2022,53025,53,025,100907,15212,36134,5083,31051,24180,3041,100907,15212,100907,8208,7004,1820,4074,7928,3083
2022,53027,53,027,73723,16722,30995,6107,24888,18448,2400,73723,16722,73723,6017,10705,714,3332,5537,1411
2022,53029,53,029,84329,4242,37109,2155,34954,,,84329,4242,84329,2204,2038,1477,3063,2253,2289
2022,53033,53,033,2236093,189642,945040,79003,866037,533704,28065,2236093,189642,2236093,106397,83245,53293,49436,72148,30602
2022,53035,53,035,270819,26790,109245,9937,99308,75964,4411,270819,26790,270819,16072,10718,5331,5650,10708,7187
2022,53041,53,041,84185,8757,32149,4659,27490,,,84185,8757,84185,3651,5106,3648,2328,5029,1590
2022,53045,53,045,66323,7214,27099,3438,23661,,,66323,7214,66323,4317,2897,1674,1608,4391,269
2022,53053,53,053,904534,80282,351652,45218,306434,237596,13714,904534,80282,904534,46002,34280,27978,27440,39380,18638
2022,53057,53,057,129350,15570,50818,6190,44628,33019,2143,129350,15570,129350,7185,8385,4252,5415,7514,3210
2022,53061,53,061,831229,71401,314888,29666,285222,210216,12530,831229,71401,831229,43368,28033,15072,16894,30659,13115
2022,53063,53,063,536902,65394,220879,33193,187686,135316,9597,536902,65394,536902,33369,32025,16900,23508,29455,12390
2022,53067,53,067,293642,25476,118571,11065,107506,75584,3919,293642,25476,293642,14645,10831,6168,6598,10191,4439
2022,53073,53,073,225080,26140,94813,9836,84977,53998,3532,225080,26140,225080,16087,10053,8842,9037,8336,6472
2022,53077,53,077,253529,42108,87616,20052,67564,60790,7880,253529,42108,253529,19443,22665,13510,14905,20294,8325
2022,54003,54,003,127976,14981,51145,6472,44673,35251,3202,127976,14981,127976,5985,8996,6930,4452,8600,3271
2022,54011,54,011,88550,17362,38887,6624,32263,23594,3458,88550,17362,88550,8783,8579,4841,4062,5075,1089
2022,54033,54,033,63929,9150,25987,3355,22632,,,63929,9150,63929,3504,5646,3350,2320,3170,2670
2022,54039,54,039,172439,31659,78246,12411,65835,45827,5775,172439,31659,172439,16022,15637,8309,7173,11226,2373
2022,54061,54,061,100513,20351,44767,4237,40530,22617,2524,100513,20351,100513,14139,6212,3105,4650,5688,2334
2022,54081,54,081,69490,14006,28043,5386,22657,,,69490,14006,69490,8696,5310,5473,2670,3672,594
2022,54107,54,107,82048,17154,37220,6430,30790,22793,3628,82048,17154,82048,5998,11156,3092,2219,5521,2720
2022,55009,55,009,263857,26183,112390,14482,97908,66787,4068,263857,26183,263857,15462,10721,10934,7661,14237,6260
2022,55017,55,017,64233,6440,27120,2944,24176,18408,1307,64233,6440,64233,3186,3254,1164,1644,3538,2068
2022,55025,55,025,553762,57605,252136,19192,232944,138532,6336,553762,57605,553762,33409,24196,14490,13931,19968,9834
2022,55027,55,027,84197,7372,36407,4331,32076,23620,1569,84197,7372,84197,4952,2420,4871,2060,7103,1324
2022,55035,55,035,102352,11749,45173,3839,41334,,,102352,11749,102352,5312,6437,1984,3560,6128,2967
2022,55039,55,039,100506,9626,43958,4672,39286,27484,1545,100506,9626,100506,4647,4979,3304,3566,5628,1493
2022,55055,55,055,82102,6635,35443,3297,32146,,,82102,6635,82102,3604,3031,3126,1511,3839,2289
2022,55059,55,059,164594,14735,69779,9657,60122,44501,3158,164594,14735,164594,5009,9726,7841,6609,11181,3097
2022,55063,55,063,116002,13652,51449,5035,46414,,,116002,13652,116002,5232,8420,2328,5458,6585,2751
2022,55071,55,071,80349,9023,35319,3728,31591,22667,1932,80349,9023,80349,3361,5662,2327,3929,4783,4494
2022,55073,55,073,136502,15991,56666,5973,50693,35183,2478,136502,15991,136502,8726,7265,3416,3949,5456,2731
2022,55079,55,079,902324,154242,388440,87681,300759,204464,25983,902324,154242,902324,64830,89412,39080,39279,67592,23822
2022,55087,55,087,189272,13651,78706,6095,72611,50218,2294,189272,13651,189272,5677,7974,5704,5386,6742,2792
2022,55089,55,089,91390,6459,39117,2422,36695,,,91390,6459,91390,2982,3477,2305,1033,4165,1445
2022,55097,55,097,67824,6158,29895,2034,27861,,,67824,6158,67824,2551,3607,2569,2825,3491,1654
2022,55101,55,101,191468,15381,78571,8236,70335,47076,2078,191468,15381,191468,6962,8419,4673,7235,10268,5789
2022,55105,55,105,161868,15873,67422,9175,58247,42320,3346,161868,15873,161868,6892,8981,5044,6235,10536,5752
2022,55109,55,109,95181,5302,37750,2124,35626,,,95181,5302,95181,3218,2084,1892,2590,3210,1435
2022,55111,55,111,65161,5826,28307,2428,25879,18346,1269,65161,5826,65161,3177,2649,1896,2596,3741,1014
2022,55117,55,117,114283,11395,50534,5378,45156,31410,2776,114283,11395,114283,5917,5478,3686,2406,6097,4139
2022,55127,55,127,102082,10251,42781,3631,39150,27519,1566,102082,10251,102082,4661,5590,2993,3583,5643,2589
2022,55131,55,131,137221,8710,56876,2382,54494,,,137221,8710,137221,3829,4881,2875,3197,6022,1309
2022,55133,55,133,407085,21311,170114,7911,162203,114701,3985,407085,21311,407085,11534,9777,5519,6990,11714,4049
2022,55139,55,139,163930,19676,72135,6771,65364,40581,2150,163930,19676,163930,10049,9627,5031,5657,7988,5930
2022,55141,55,141,73277,8420,32290,4712,27578,20569,1492,73277,8420,73277,3558,4862,1397,3526,3956,2653
2022,56021,56,021,99106,10605,42559,2620,39939,,,99106,10605,99106,4027,6578,3594,4176,5946,2344
2022,56025,56,025,78706,7047,33474,2210,31264,,,78706,7047,78706,3312,3735,1254,2633,4181,3452
2022,72013,72,013,84098,30988,32158,16793,15365,20242,7153,84098,30988,84098,16024,14964,6771,8738,8878,2225
2022,72021,72,021,176581,69096,74177,29639,44538,46249,16542,176581,69096,176581,34240,34856,13032,10240,14749,6797
2022,72025,72,025,124646,49785,53037,23393,29644,33015,12523,124646,49785,124646,20851,28934,8343,6648,9465,4660
2022,72031,72,031,151185,46413,66468,25396,41072,43966,12860,151185,46413,151185,21270,25143,14511,10530,13778,3527
2022,72061,72,061,88772,25879,36412,10359,26053,23449,5945,88772,25879,88772,14284,11595,3669,3380,5060,3160
2022,72097,72,097,69274,35272,29625,15566,14059,17098,7235,69274,35272,69274,21769,13503,5596,6196,5590,390
2022,72113,72,113,128156,68118,54689,31758,22931,34030,17883,128156,68118,128156,36749,31369,11682,9566,7852,4522
2022,72127,72,127,330936,126728,158386,58548,99838,76891,26045,330936,126728,330936,71781,54947,26857,18118,23011,9729
2022,72135,72,135,65885,18491,23703,8795,14908,,,65885,18491,65885,7255,11236,3747,4484,6404,2447
2022,72137,72,137,72613,24484,28722,12585,16137,,,72613,24484,72613,12208,12276,5689,6105,7113,2543
2022,72139,72,139,66604,20202,29677,9603,20074,,,66604,20202,66604,11102,9100,3367,5199,7399,2059
